1517419547,0,0,201802020000034,9902.01,100,9902.01,10425,0,9390.69,6971802,9915.44
1517419547,0,0,201802020000034,9902.01,100,9902.01,10425,0,9390.69,6971802,9915.44
1517419548,0,0,201802020000034,9902.01,100,9902.01,10425,0,9390.69,6971802,9915.43
1517419549,0,0,201802020000034,9902.0,100,9902.01,10425,0,9390.69,6971802,9915.43
1517419550,0,0,201802020000034,9902.0,100,9902.01,10425,0,9390.69,6971802,9915.42
1517419551,0,0,201802020000034,9900.0,100,9900.0,10425,0,9390.69,6971836,9915.41
1517419552,0,0,201802020000034,9900.02,100,9900.0,10425,0,9390.69,6971836,9915.39
1517419553,0,0,201802020000034,9900.0,100,9900.0,10425,0,9390.69,6971836,9915.38
1517419554,0,0,201802020000034,9900.0,100,9900.0,10425,0,9390.69,6971836,9914.4
1517419555,0,0,201802020000034,9900.0,100,9900.0,10425,0,9390.69,6971836,9914.4
1517419556,0,0,201802020000034,9900.0,100,9900.0,10425,0,9390.69,6971836,9914.38
1517419557,0,0,201802020000034,9900.0,100,9900.0,10425,0,9390.69,6971836,9914.37
1517419558,0,0,201802020000034,9900.01,100,9900.0,10425,0,9390.69,6971836,9914.36
1517419559,0,0,201802020000034,9900.0,100,9900.0,10425,0,9390.69,6971836,9914.36
1517419560,0,0,201802020000034,9900.01,100,9900.0,10425,0,9390.69,6970760,9914.35
1517419561,0,0,201802020000034,9900.01,100,9900.0,10425,0,9390.69,6970760,9914.35
1517419562,0,0,201802020000034,9900.01,100,9900.0,10423.13,0,9390.69,6970760,9914.34
1517419563,0,0,201802020000034,9900.02,100,9914.4,10423.13,0,9390.69,6970760,9914.4
1517419564,0,0,201802020000034,9900.02,100,9914.4,10423.13,0,9390.69,6970760,9914.4
1517419565,0,0,201802020000034,9900.02,100,9900.02,10423.13,0,9390.69,6970760,9914.4
1517419566,0,0,201802020000034,9900.03,100,9914.39,10423.13,0,9390.69,6970760,9914.39
1517419567,0,0,201802020000034,9900.04,100,9914.4,10423.13,0,9390.69,6970760,9915.36
1517419568,0,0,201802020000034,9915.47,100,9915.47,10423.13,0,9390.69,6970760,9916.24
1517419569,0,0,201802020000034,9915.47,100,9915.47,10423.13,0,9390.69,6970760,9916.24
1517419570,0,0,201802020000034,9904.95,100,9915.47,10423.13,0,9390.69,6970760,9910.09
1517419571,0,0,201802020000034,9918.92,100,9915.47,10423.13,0,9390.69,6970760,9923.79
1517419572,0,0,201802020000034,9923.84,100,9915.47,10423.13,0,9390.69,6970760,9924.0
